year,LA_2023,age_group,overall_inactive_rate,overall_fairly_active_rate,overall_active_rate,n_overall_activity_level,weighted_n_overall_activity_level,n_eff_overall_activity_level,small_cell_overall_activity_level
3,9.0,65-74,0.27028898185324823,0.17382799942580313,0.5558830187209484,82,142.61790978380262,57.47064505406942,False
3,9.0,75-84,0.30130582332200845,0.13305164930935076,0.5656425273686408,36,85.33515908050238,29.602104884660097,False
3,9.0,85+,0.4382282453389585,0.389160149947168,0.1726116047138735,4,8.921563761358357,3.606691895011918,True
3,17.0,16-24,0.1138784632654175,0.1089331213710151,0.7771884153635674,25,64.96114111130774,16.122929108858962,True
3,17.0,25-34,0.16265021070609764,0.03761515736806081,0.7997346319258416,68,148.28907089128202,46.036939286326145,False
3,17.0,35-44,0.13740679053117477,0.08173746658169226,0.780855742887133,98,162.9994415465211,59.21752121921848,False
3,17.0,45-54,0.16399202348476158,0.08736059791112061,0.7486473786041173,95,151.18437758484131,64.80744989346778,False
3,17.0,55-64,0.16329489580149523,0.10231017469444555,0.7343949295040594,90,133.25821431471954,52.162534460478454,False
3,17.0,65-74,0.29131606855200864,0.08373018383271355,0.6249537476152781,67,65.97063982227296,55.091723961506226,False
3,17.0,75-84,0.5655697603513439,0.05365685589333993,0.38077338375531633,31,43.14393679516079,25.487911815884722,False
3,17.0,85+,0.682369045774759,0.09438532705875248,0.2232456271664886,10,11.984504954296103,8.777839152645404,True
3,30.0,16-24,0.10622821938993511,0.18513889109087964,0.7086328895191851,44,149.45564487515637,26.250969744083907,False
3,30.0,25-34,0.24831086351804943,0.07301034631654829,0.6786787901654023,92,275.0291801563889,46.7858171143642,False
3,30.0,35-44,0.3569107776624087,0.09770747361810021,0.5453817487194911,112,201.64503041482118,68.37935443691055,False
3,30.0,45-54,0.3512420968979356,0.07166718749547428,0.5770907156065902,90,148.51058489768675,40.2304979736145,False
3,30.0,55-64,0.2454026760948232,0.13261824523681567,0.621979078668361,72,121.49334902761763,42.983880212620825,False
3,30.0,65-74,0.3975098609133448,0.09255545087719412,0.5099346882094611,64,82.32003525975078,38.72008775792558,False
3,30.0,75-84,0.6011716502476644,0.04329191861909707,0.3555364311332384,22,33.24405143319699,16.2300428397993,True
3,30.0,85+,0.9345899198370066,0.0,0.06541008016299348,7,12.967645600773789,4.826421710806309,True
3,35.0,16-24,0.08686947275763655,0.041916595831891244,0.8712139314104724,18,76.41901963079626,12.20456891661787,True
3,35.0,25-34,0.29980307731477673,0.13227737838233564,0.5679195443028876,53,161.76775952677727,39.526735608031444,False
3,35.0,35-44,0.18434498199405655,0.130604538415961,0.6850504795899827,96,196.94572997521476,63.22173069368017,False
3,35.0,45-54,0.11093154766009054,0.11003624761421674,0.7790322047256929,71,164.8633068312853,44.58025826582549,False
3,35.0,55-64,0.13856671969162174,0.1445804042367504,0.7168528760716278,90,150.4498127493034,53.967676430842175,False
3,35.0,65-74,0.2976062363608393,0.039052525645242704,0.6633412379939178,96,155.80021492779383,73.34977726663278,False
3,35.0,75-84,0.2972759132437086,0.1925394020895919,0.5101846846666996,49,128.51205075350842,37.98975727604377,False
3,35.0,85+,0.5216749320512752,0.28849386438017827,0.1898312035685466,9,20.400108172060246,8.123700245703443,True
3,44.0,16-24,0.06763217433202351,0.08223795443074113,0.8501298712372354,50,176.38399812803786,34.360103489216044,False
3,44.0,25-34,0.17415083958970384,0.1749625822616314,0.6508865781486647,103,209.55113302806993,67.75915714431538,False
3,44.0,35-44,0.08790784330775152,0.10574070728527504,0.8063514494069736,77,112.10219943893419,51.29608190996544,False
3,44.0,45-54,0.2061801734696338,0.06326285820438086,0.7305569683259855,84,114.28933214540035,44.01622199278017,False
3,44.0,55-64,0.17822779327666258,0.059543491201322775,0.7622287155220144,70,76.88343828222534,47.91636830669062,False
3,44.0,65-74,0.14559139342079216,0.18537634948867227,0.6690322570905356,79,88.41020684518662,57.78240666061595,False
3,44.0,75-84,0.4749880686683316,0.0809738177952912,0.4440381135363772,34,47.61648353588685,22.327975960088732,False
3,44.0,85+,0.48599188182046626,0.0,0.5140081181795335,13,18.409072582220055,10.70946018211945,True
3,68.0,16-24,0.16976994583041602,0.1028966124444609,0.7273334417251232,35,163.32061357836346,22.379077983013172,False
3,68.0,25-34,0.15830715770332873,0.11104211244928532,0.7306507298473859,79,243.96789146682744,47.47981210163656,False
3,68.0,35-44,0.16590058152652598,0.06271591286300295,0.771383505610471,97,223.3533731187718,55.68020144535026,False
3,68.0,45-54,0.2519197219541177,0.15234861314404205,0.5957316649018403,95,227.04248245120664,54.94947959181994,False
3,68.0,55-64,0.2775156094380879,0.08410218475379175,0.6383822058081203,92,175.0542272207087,52.811220884947204,False
3,68.0,65-74,0.22814344442365808,0.13460476610710076,0.6372517894692411,66,97.6460246148137,47.91507598232166,False
3,68.0,75-84,0.5044219838875339,0.1413957786034229,0.35418223750904315,20,32.47325539238929,18.173155760601936,True
3,68.0,85+,0.546875741933773,0.1585078303528827,0.2946164277133444,9,18.619196457894162,6.800590600512043,True
3,78.0,16-24,0.13346333614295644,0.05398411624580193,0.8125525476112417,44,172.47983428587997,32.9899151539427,False
3,78.0,25-34,0.09980103310908735,0.1122185184059916,0.7879804484849213,57,138.23241967196844,41.92641631553449,False
3,78.0,35-44,0.13945916241443662,0.15022839816398567,0.7103124394215777,113,256.7189030164675,62.680160945759496,False
3,78.0,45-54,0.22293270527615533,0.14530136618315928,0.6317659285406855,91,191.3033974231914,55.79273249399858,False
3,78.0,55-64,0.32560701013887766,0.11812115527190684,0.5562718345892157,79,108.9697037221012,42.65115060473929,False
3,78.0,65-74,0.3167815051106431,0.1114597742799396,0.5717587206094171,70,107.15625832120634,48.003957742941985,False
3,78.0,75-84,0.3564294993253479,0.158578100334904,0.48499240033974805,27,49.96993068671033,23.209218463539933,True
3,78.0,85+,0.6139276686408832,0.10910528986288315,0.2769670414962335,9,18.576059498195786,7.120520171396407,True
3,91.0,16-24,0.19095252577255975,0.17356359008752378,0.6354838841399167,39,155.05287838636804,24.776523150081236,False
3,91.0,25-34,0.2873281763212605,0.10738082170554364,0.605291001973196,49,151.96888678616955,33.109659853015245,False
3,91.0,35-44,0.18473514771400862,0.10469997454658438,0.7105648777394069,90,184.34851587588295,57.23802638040104,False
3,91.0,45-54,0.1978929171543817,0.08154360206999373,0.7205634807756246,78,154.7075201202488,48.204924198368936,False
3,91.0,55-64,0.2717947660704656,0.08101736448438071,0.6471878694451538,100,141.11986521394948,63.0450585788272,False
3,91.0,65-74,0.2640789199392541,0.15259485991041807,0.5833262201503278,76,112.90247787392936,54.08039312294774,False
3,91.0,75-84,0.4825685029261,0.08510101198495762,0.43233048508894206,47,93.50374772145307,35.025774624040764,False
3,91.0,85+,0.5912449744063052,0.0,0.40875502559369475,12,17.611310906813117,10.464659028672186,True
3,107.0,16-24,0.04889308430847556,0.15631133603196437,0.7947955796595599,32,82.08480355817042,18.19956219190637,False
3,107.0,25-34,0.1024068539038434,0.17206517409522712,0.7255279720009297,109,284.50920320734684,62.36079508664217,False
3,107.0,35-44,0.13408075365754857,0.18162397462882487,0.6842952717136263,98,136.15688605912285,69.03709508721968,False
3,107.0,45-54,0.3307298231584142,0.07883906103911204,0.5904311158024735,89,154.4922165131026,47.300883127647595,False
3,107.0,55-64,0.2646400646236834,0.11871413934242697,0.6166457960338898,85,104.55887790269772,50.53845108821121,False
3,107.0,65-74,0.16094282425463505,0.11763279985265533,0.7214243758927098,50,64.12549269699609,36.46917806967916,False
3,107.0,75-84,0.42736749109285754,0.14048044682876074,0.4321520620783817,16,32.54263520972776,13.614286834261039,True
3,107.0,85+,0.7400982656391918,0.2599017343608083,0.0,4,5.128108942675631,3.9352674254555517,True
3,109.0,16-24,0.3301236260106806,0.09272173158781845,0.5771546424015012,45,144.46814962900643,27.936341669029773,False
3,109.0,25-34,0.048447665032373854,0.07621347279961643,0.8753388621680096,158,302.509166742454,96.58117882912755,False
3,109.0,35-44,0.18296555703836476,0.13033428400174235,0.686700158959893,139,204.57516604158877,78.43946502729722,False
3,109.0,45-54,0.15221906120070308,0.12644691589075763,0.7213340229085392,73,77.59673992210291,44.23401562238037,False
3,109.0,55-64,0.28845801958303063,0.10753456862928537,0.6040074117876839,58,71.06626573628438,37.31539143202825,False
3,109.0,65-74,0.11126208008653207,0.22793423149304348,0.6608036884204245,42,40.17042478368047,26.194272115044225,False
3,109.0,75-84,0.5397188689376854,0.14325171881502843,0.3170294122472862,16,31.80561896263442,9.796710659615519,True
3,109.0,85+,0.7749540933287281,0.12508580176917347,0.09996010490209849,4,9.974889132315448,3.0617850247242617,True
3,112.0,16-24,0.21269398985319213,0.09977141066026345,0.6875345994865442,31,70.16009228632048,17.573254090579354,False
3,112.0,25-34,0.11622933130811271,0.10338645645093769,0.7803842122409497,104,177.12430836377257,75.36197354740256,False
3,112.0,35-44,0.19658453843811305,0.0754871634142413,0.7279282981476457,102,104.22051998020247,63.504793544178696,False
3,112.0,45-54,0.21503021550467102,0.08186111455737342,0.7031086699379554,77,79.19436576076437,51.549614731277586,False
3,112.0,55-64,0.31052564851985826,0.045703913604034335,0.6437704378761074,63,62.497601653970946,38.57791482997658,False
3,112.0,65-74,0.2689307271841299,0.1166804249777341,0.6143888478381363,60,48.50055691863259,42.922823924517544,False
3,112.0,75-84,0.361510233877011,0.10306435310699491,0.5354254130159942,41,48.8028951106147,35.52077432996829,False
3,112.0,85+,0.7267487827973228,0.27325121720267714,0.0,7,13.41785314437681,4.282368469878437,True
3,114.0,16-24,0.219474354451342,0.058838617388805706,0.7216870281598522,34,135.5250312411117,25.607797665844533,False
3,114.0,25-34,0.06937930424620761,0.1709158317113516,0.7597048640424409,106,207.19232344729986,61.10919035521159,False
3,114.0,35-44,0.18721135060578867,0.17593011794895905,0.6368585314452522,95,146.8741518567824,59.071761317562974,False
3,114.0,45-54,0.30994543455379175,0.07445165769243878,0.6156029077537695,95,136.7124993121156,57.860094348977,False
3,114.0,55-64,0.28232316834520765,0.048396030139133066,0.6692808015156589,78,91.56656197755645,40.35946540256632,False
3,114.0,65-74,0.18777727880168807,0.16763408879899294,0.6445886323993191,59,57.1627298565438,45.16817060665171,False
3,114.0,75-84,0.48446751565693813,0.0573161876508221,0.45821629669223973,26,40.09708535399615,20.73276892297338,True
3,114.0,85+,0.6605119759099611,0.0,0.3394880240900388,4,10.727892773555533,3.5359896882766355,True
3,117.0,16-24,0.2967743450640666,0.12882726864220181,0.5743983862937315,46,142.64861735434084,31.027806206573107,False
3,117.0,25-34,0.16871153923148266,0.14725556454878408,0.6840328962197333,73,153.18845767859514,49.00528141109456,False
3,117.0,35-44,0.24197570345094666,0.08073370280973577,0.6772905937393177,88,133.2301187896496,53.2424825129368,False
3,117.0,45-54,0.2839375130323037,0.14152078116499514,0.5745417058027013,95,138.22562555872136,59.52473904188348,False
3,117.0,55-64,0.3217933386935053,0.15995329760353527,0.5182533637029595,76,81.9069826566738,49.07935360878674,False
3,117.0,65-74,0.3594315783239442,0.10618293688102891,0.5343854847950269,73,73.97425375563465,48.674538070912895,False
3,117.0,75-84,0.4097643751382226,0.0868190148350791,0.5034166100266984,43,60.18444577925136,29.80125846052305,False
3,117.0,85+,0.6381147185530451,0.11125897204355246,0.25062630940340236,12,17.555711361604693,9.050903202019931,True
3,122.0,16-24,0.19314789219827114,0.07953125772649146,0.7273208500752374,27,66.32273979610127,18.709957649289162,True
3,122.0,25-34,0.1623481152667263,0.14068664933159122,0.6969652354016823,72,190.56360133769152,42.71739115611703,False
3,122.0,35-44,0.19592828784780866,0.09818811070262849,0.7058836014495626,93,130.55658749150564,61.73507486389029,False
3,122.0,45-54,0.20927334275363899,0.09820147473223739,0.6925251825141234,89,153.0482560768178,55.54243045725905,False
3,122.0,55-64,0.23138166947448474,0.12889880766198195,0.6397195228635333,83,113.38666699970804,52.1512704828533,False
3,122.0,65-74,0.26373775158286067,0.14615807145802726,0.5901041769591122,98,94.69044456893434,73.27742922788599,False
3,122.0,75-84,0.37788806041428485,0.14987012555139556,0.4722418140343195,35,54.99438515586043,28.767219454853045,False
3,122.0,85+,0.8777475809990674,0.0,0.12225241900093274,6,9.882915930880205,5.549629282393104,True
3,126.0,16-24,0.21436879650183513,0.005164226308666726,0.7804669771894982,38,119.68158031511753,30.587570643129816,False
3,126.0,25-34,0.19024744297034274,0.1923873434755043,0.6173652135541529,67,166.82306280831432,43.186388221795134,False
3,126.0,35-44,0.21151610878430316,0.13642288808963723,0.6520610031260599,92,164.53464014126445,56.876348880883114,False
3,126.0,45-54,0.3159994723500425,0.11700264463247162,0.5669978830174857,95,192.09756219981216,59.631823619397885,False
3,126.0,55-64,0.2096866262320535,0.18237285260645514,0.6079405211614914,81,112.91972210456298,42.63775970961296,False
3,126.0,65-74,0.3291891804274503,0.06371463796875354,0.6070961816037963,84,98.5359139995354,64.90789750328412,False
3,126.0,75-84,0.5080231175405544,0.0,0.4919768824594455,31,59.36431653775163,24.637172247226243,False
3,126.0,85+,0.6469682285476119,0.09380669733577303,0.25922507411661505,8,11.046872477130233,7.6249556696915715,True
3,129.0,16-24,0.3004476814026194,0.13735558654593444,0.562196732051446,42,117.75179795992855,31.258305783578958,False
3,129.0,25-34,0.23822069328033352,0.10874681123108756,0.6530324954885789,89,234.8478867057449,59.21580791748019,False
3,129.0,35-44,0.2594384078576723,0.1248608627342902,0.6157007294080376,126,209.33481530801203,76.36659173304223,False
3,129.0,45-54,0.20725479939062724,0.09639655521408196,0.6963486453952907,76,100.59165543706699,46.972422628457245,False
3,129.0,55-64,0.1864572575355901,0.13394319315459705,0.6795995493098129,64,77.80649083792818,33.090503816076875,False
3,129.0,65-74,0.19637883966196798,0.12666743295328703,0.6769537273847449,55,61.001414188261684,37.68096296538519,False
3,129.0,75-84,0.47323067793590773,0.14514888487915648,0.3816204371849358,26,35.11478889997129,21.597780370414693,True
3,129.0,85+,0.8525226631974173,0.0,0.14747733680258274,7,11.532399457719563,6.720496625612455,True
3,135.0,16-24,0.02581561301254619,0.06211064210027315,0.9120737448871805,32,95.99610600202598,23.181610209309305,False
3,135.0,25-34,0.057359410157196956,0.07066594797803472,0.8719746418647681,119,260.0051044813279,69.96456722086842,False
3,135.0,35-44,0.11425067572960469,0.07164811213203173,0.8141012121383636,99,130.7610566889314,67.52169905494722,False
3,135.0,45-54,0.18191008334296419,0.10945798086230168,0.7086319357947343,95,121.45705716067417,54.72098630821344,False
3,135.0,55-64,0.38477963788930475,0.10609230096961658,0.5091280611410788,75,78.42412277861699,45.01206097719945,False
3,135.0,65-74,0.16599266761243012,0.10592939783112071,0.7280779345564491,40,43.424163774349424,27.308419048548487,False
3,135.0,75-84,0.2841052249095131,0.15295614189294815,0.5629386331975388,15,24.004171822644714,11.59565483759678,True
3,135.0,85+,0.8168406776891687,0.0,0.18315932231083126,5,12.43506460151412,4.322587249836513,True
3,136.0,16-24,0.21918667763018074,0.03744210244249113,0.743371219927328,27,63.703709787810304,15.54028146183038,True
3,136.0,25-34,0.12905856056639495,0.09307567728460862,0.7778657621489965,63,81.5957289095568,39.848243978007126,False
3,136.0,35-44,0.10275942469614605,0.02741004413646409,0.8698305311673897,87,81.87832358911704,56.355375281011185,False
3,136.0,45-54,0.19998001731289478,0.03548427601154548,0.7645357066755598,104,99.51385375472465,58.05073627798771,False
3,136.0,55-64,0.2705757620761702,0.049411290491552635,0.6800129474322771,83,73.62567506514141,45.59099527201996,False
3,136.0,65-74,0.23183925594358237,0.10900926458919168,0.659151479467226,81,54.42976769624028,56.73616513785849,False
3,136.0,75-84,0.2714165981764855,0.09309482493326686,0.6354885768902475,54,52.003563429675744,37.97164256120032,False
3,136.0,85+,0.4174165977969478,0.1766926372334977,0.40589076496955434,17,16.374040920530977,14.583232690291352,True
3,139.0,16-24,0.08666991103448994,0.03082601334113684,0.8825040756243733,34,92.06283324921772,23.678642766059554,False
3,139.0,25-34,0.20181534901165996,0.10927501831215132,0.6889096326761889,65,103.57520907925517,37.62705046521103,False
3,139.0,35-44,0.14799833176805924,0.21940390757739622,0.6325977606545445,107,99.84927971716375,67.00056550189575,False
3,139.0,45-54,0.16701843191512766,0.12686053746212667,0.7061210306227458,81,83.69676687387589,44.98117964769219,False
3,139.0,55-64,0.1297812058544853,0.07176520745143158,0.7984535866940832,90,73.1468091915396,58.09701255175543,False
3,139.0,65-74,0.19989039221727634,0.1646934256288066,0.635416182153917,61,47.962687971670015,48.05359145618704,False
3,139.0,75-84,0.3732332739744739,0.14067329049281796,0.48609343553270806,25,31.62402470367643,19.594259852371035,True
3,139.0,85+,0.6016604522769612,0.1586796188713503,0.23965992885168869,13,17.116350864908718,9.490841191943051,True
3,142.0,16-24,0.0710665572667525,0.05878928055946057,0.8701441621737871,44,139.42653543331699,25.08555220549209,False
3,142.0,25-34,0.1369392343927433,0.11878776589415783,0.7442729997130991,118,313.18036876079583,68.36181035467504,False
3,142.0,35-44,0.21183184027844537,0.15577378234172606,0.6323943773798286,125,217.27617135069465,80.48217613825008,False
3,142.0,45-54,0.10166128909621998,0.09368486162619905,0.8046538492775808,85,154.2765850084811,53.86765647742178,False
3,142.0,55-64,0.15121286097639258,0.10413260931755577,0.7446545297060515,59,96.2301204285564,30.977354963136854,False
3,142.0,65-74,0.31447209267027304,0.03527864719437209,0.6502492601353547,46,56.41948714135526,38.1667221903135,False
3,142.0,75-84,0.40641155966021325,0.03818332378359342,0.5554051165561934,21,50.22233315454412,13.975021186641946,True
3,142.0,85+,0.0,0.21186005765558572,0.7881399423444142,3,6.296525537505277,2.5754737389671387,True
3,147.0,16-24,0.19855951680594386,0.04825496269546988,0.7531855204985864,42,135.48737764939582,28.369589758207983,False
3,147.0,25-34,0.1163017332934551,0.09409515359879325,0.7896031131077518,97,226.98797313991588,60.840964909749566,False
3,147.0,35-44,0.11472281494173178,0.0846999745679635,0.8005772104903048,117,194.9937103676746,70.39276969566573,False
3,147.0,45-54,0.16375867271714029,0.13908813594444894,0.6971531913384108,85,162.7090522755224,53.31472931465542,False
3,147.0,55-64,0.2641079061861072,0.13217597124387362,0.6037161225700193,68,115.38389190875208,45.22454946364159,False
3,147.0,65-74,0.22318888664003292,0.18432384793900203,0.5924872654209651,42,55.386164415302886,31.605378733347585,False
3,147.0,75-84,0.26322465214309654,0.26300740813083057,0.47376793972607284,24,49.32865971918288,16.2888856324298,True
3,147.0,85+,0.0,0.0,1.0,1,1.416505555712793,1.0,True
3,160.0,16-24,0.15627049045309274,0.06020036298848448,0.7835291465584225,30,85.07666452283533,21.049212255048847,False
3,160.0,25-34,0.099871015100301,0.10957716773709852,0.7905518171626007,93,162.52280935599208,61.70572215104509,False
3,160.0,35-44,0.19785809565105686,0.1899462092820584,0.6121956950668846,128,158.42650942216798,78.6822793664293,False
3,160.0,45-54,0.1538172350189692,0.07102222232375727,0.7751605426572734,72,78.30037559214142,44.0091756307562,False
3,160.0,55-64,0.22098520211791078,0.1169644274838756,0.6620503703982136,88,80.37032788951286,53.91654119384874,False
3,160.0,65-74,0.2499273445005053,0.01609052802609023,0.7339821274734044,48,49.49103945024449,31.03408966540549,False
3,160.0,75-84,0.48787321115482585,0.09873288421773253,0.4133939046274416,25,32.11089826003846,20.16468207278012,True
3,160.0,85+,0.7837124100697191,0.0,0.21628758993028105,5,4.627487421765003,4.693791841228951,True
3,171.0,16-24,0.3125585629584512,0.0666689474873996,0.6207724895541493,61,200.56866618221693,43.74427758503228,False
3,171.0,25-34,0.2824316755347654,0.15766549966943866,0.559902824795796,137,355.9242648543409,75.36757535664674,False
3,171.0,35-44,0.31753267445608463,0.24211170350199493,0.44035562204192047,100,190.4476469583174,58.10658026119189,False
3,171.0,45-54,0.2094054766364928,0.1802287720944596,0.6103657512690476,88,172.90981768557825,52.19946600382456,False
3,171.0,55-64,0.3676108530464183,0.10824895125861268,0.5241401956949691,57,81.6241983611054,32.87408789612163,False
3,171.0,65-74,0.3692511925750503,0.22546660193422596,0.40528220549072386,31,41.60690584900604,17.412476869826765,False
3,171.0,75-84,0.5681277190134928,0.17899427832524914,0.25287800266125804,16,25.478919526338743,11.57631055758117,True
3,171.0,85+,1.0,0.0,0.0,3,9.225232320013482,2.9576967699932006,True
3,196.0,16-24,0.1478894341479315,0.12234398696332092,0.7297665788887474,43,152.16400991162172,34.08935249734885,False
3,196.0,25-34,0.26525823644319824,0.11960623298702935,0.6151355305697722,68,183.19711434851746,39.37009555628464,False
3,196.0,35-44,0.23738565304583134,0.16636023147922946,0.596254115474939,115,192.51220745370236,73.61401056876319,False
3,196.0,45-54,0.17915361589796447,0.17916275077734983,0.6416836333246858,74,155.31766101767857,44.49159542801572,False
3,196.0,55-64,0.2506878387368049,0.14585969999961781,0.6034524612635772,69,105.99665234615968,39.65733629102429,False
3,196.0,65-74,0.32953597821838065,0.10559351460592223,0.5648705071756969,76,88.34758549246189,52.09203188480386,False
3,196.0,75-84,0.3798709690202755,0.06173522146136724,0.5583938095183574,22,32.27416324196079,17.563260274743588,True
3,196.0,85+,0.944630462282882,0.0,0.055369537717117966,10,19.439383193422415,8.170796855390362,True
3,201.0,16-24,0.0,0.11889138367665784,0.8811086163233421,25,74.40373778441909,16.303398646077632,True
3,201.0,25-34,0.08002710459551199,0.0357741477768254,0.8841987476276625,44,100.75195549087702,28.617794504943213,False
3,201.0,35-44,0.10522655015708243,0.06978680599308401,0.8249866438498336,106,111.5173193654804,74.52115098045485,False
3,201.0,45-54,0.09948907056684503,0.08538167568519678,0.8151292537479581,100,109.56094363278287,59.77798469275861,False
3,201.0,55-64,0.17009662865721642,0.11202089616081312,0.7178824751819705,99,95.06526369800848,58.81083758769217,False
3,201.0,65-74,0.19160668959260344,0.1497384857082199,0.6586548246991766,84,85.69745955218069,65.7893439730061,False
3,201.0,75-84,0.2491881139112793,0.17230644517067734,0.5785054409180435,29,36.13638126403353,23.304074989435346,True
3,201.0,85+,0.5192959039402851,0.0,0.48070409605971487,8,11.038460289421122,6.340336041926524,True
3,241.0,16-24,0.07122317258937667,0.15847823980384831,0.7702985876067753,44,175.2901539759362,27.273213534474195,False
3,241.0,25-34,0.11786184114592536,0.10408719911832899,0.7780509597357457,136,329.7633076205905,80.11996648263649,False
3,241.0,35-44,0.10664324927604577,0.09688079588347616,0.7964759548404782,131,211.29676661174454,83.59771043033217,False
3,241.0,45-54,0.24010377662590981,0.039947847457590197,0.7199483759165001,80,118.82430301710033,47.97166207039431,False
3,241.0,55-64,0.32376848345960163,0.027101292002122888,0.6491302245382756,62,108.52994658556968,35.124344679181206,False
3,241.0,65-74,0.1899175304945478,0.11303565313612574,0.6970468163693265,46,47.528651256050225,35.262374439587255,False
3,241.0,75-84,0.30190745299298205,0.18988342287422955,0.5082091241327884,12,15.846031997775983,9.972463631356787,True
3,241.0,85+,0.5972399182841904,0.4027600817158096,0.0,6,9.04984349311956,5.396955893361375,True
3,255.0,16-24,0.17624949600629253,0.11229026997050828,0.7114602340231995,19,46.82561460590735,12.751807817797898,True
3,255.0,25-34,0.3223796788969597,0.09444414733114691,0.5831761737718933,67,118.68666107339547,35.40991477993967,False
3,255.0,35-44,0.26736425433360456,0.16584419265760508,0.5667915530087902,105,141.29467583665664,66.17479568707485,False
3,255.0,45-54,0.25559551518884527,0.19867352947684266,0.5457309553343119,84,115.14332458366897,52.16334423866745,False
3,255.0,55-64,0.17110387291202095,0.15317197746291938,0.6757241496250597,88,85.0065678203012,56.44119859898821,False
3,255.0,65-74,0.23460973454188683,0.1529135560200281,0.612476709438085,89,72.14054420666228,65.81806680669298,False
3,255.0,75-84,0.33327007812970133,0.1955022696924676,0.47122765217783125,36,53.91049699212459,26.54129609564521,False
3,255.0,85+,0.6345571562976241,0.0,0.36544284370237595,8,9.261322065290841,6.740589896649087,True
3,272.0,16-24,0.2537068913603725,0.10889572559477975,0.6373973830448476,66,220.27121286002065,39.37030376565662,False
3,272.0,25-34,0.1709268389103148,0.09131640644669124,0.737756754642994,182,360.7306619654379,103.07892023052271,False
3,272.0,35-44,0.2231785234932798,0.09255990971144688,0.6842615667952733,129,201.25169399364762,76.13521797551815,False
3,272.0,45-54,0.18670284855296482,0.22173924677138648,0.5915579046756484,63,86.09853452108418,31.66844997971119,False
3,272.0,55-64,0.21979409129878275,0.1557760281586903,0.6244298805425267,39,43.364913013906275,26.171286215151607,False
3,272.0,65-74,0.4866829003962669,0.10778008342135742,0.4055370161823758,30,30.01562284389162,18.257761933466345,False
3,272.0,75-84,0.3372233393121321,0.340097619148619,0.3226790415392488,8,11.290032505733688,6.100383363232329,True
3,272.0,85+,0.384803048666105,0.0,0.6151969513338951,2,1.712653456056791,1.899188509288454,True
3,279.0,16-24,0.1520689858983823,0.09410171125371468,0.753829302847903,31,110.34146790845865,17.470151058991217,False
3,279.0,25-34,0.20475721063123917,0.050738475644689536,0.7445043137240711,85,168.0212197577296,58.027039024843475,False
3,279.0,35-44,0.2825392606617548,0.07287024358463935,0.6445904957536059,125,193.26997639991865,74.1792912319427,False
3,279.0,45-54,0.25902636351319164,0.052096170799876704,0.6888774656869315,95,157.84676344844348,51.31982871382543,False
3,279.0,55-64,0.28306034077176995,0.1723435987064416,0.5445960605217883,73,105.17044192025482,43.36670058616317,False
3,279.0,65-74,0.29678233741328963,0.23210157865777106,0.4711160839289394,45,55.097399954889006,32.02509523029376,False
3,279.0,75-84,0.23598144844583274,0.29655979078719186,0.46745876076697535,16,30.670256487541835,12.778106143166191,True
3,279.0,85+,0.9253419737839268,0.0746580262160732,0.0,10,26.02424142355679,7.882555205745646,True
3,280.0,16-24,0.05450674177700421,0.0987208565034702,0.8467724017195256,36,158.78910698209185,21.171072731174245,False
3,280.0,25-34,0.06493970437024892,0.11992480851529795,0.8151354871144532,111,293.3041543966148,65.48831309448556,False
3,280.0,35-44,0.2758378974427575,0.11400675305372308,0.6101553495035192,138,262.7161404340484,79.06623249555906,False
3,280.0,45-54,0.2102757200473934,0.02221590190900469,0.7675083780436018,98,153.78266849726165,57.63184543123994,False
3,280.0,55-64,0.109418294496479,0.11058118838399841,0.7800005171195229,59,72.78809050237615,40.79283860414782,False
3,280.0,65-74,0.23605259106737597,0.22523011399675866,0.5387172949358655,42,46.87446273970986,31.968309155309232,False
3,280.0,75-84,0.34487314817909037,0.0827674713995581,0.5723593804213517,21,33.69595705073206,17.75595765820122,True
3,280.0,85+,0.0,0.0,1.0,6,12.341238882490806,5.088680528793728,True
3,293.0,16-24,0.0,0.03126656843892818,0.9687334315610718,35,95.84054565290486,24.907336873698593,False
3,293.0,25-34,0.16403492735612196,0.07579119532297204,0.760173877320906,97,217.32491698497145,57.04396334346858,False
3,293.0,35-44,0.10720268216633602,0.08870539232027003,0.804091925513394,84,127.73750304647459,50.80051646887779,False
3,293.0,45-54,0.22304389098223465,0.16472361369572225,0.6122324953220428,87,132.73591417035362,52.79108079967095,False
3,293.0,55-64,0.16688322733820057,0.11790913503749796,0.7152076376243014,84,92.42429223281088,49.76075953159884,False
3,293.0,65-74,0.40281218602997193,0.14956609641872318,0.4476217175513049,67,71.88651442745139,48.32156289027944,False
3,293.0,75-84,0.45773693802932947,0.10594878740588874,0.4363142745647819,39,59.9398454062172,28.13651648082241,False
3,293.0,85+,0.29481635888879604,0.2985049053111903,0.40667873580001385,13,21.616244456746895,9.141353620380684,True
4,8.0,16-24,0.17974855956659494,0.10425837014550116,0.7159930702879039,51,94.76804726135518,38.14281832910796,False
4,8.0,25-34,0.4412397576493619,0.11456689550351622,0.4441933468471221,100,159.5582011246213,51.2342072228739,False
4,8.0,35-44,0.39016133856492186,0.09576600203551182,0.5140726593995665,113,142.04056785128031,72.61454580261558,False
4,8.0,45-54,0.4839787261695825,0.0919395315550898,0.4240817422753277,90,107.20475135977954,59.02752007389871,False
