series_id,LA_2023,age_group_code,age_group,year8_observed_rate,initial_year8_lag_observed,task,year,forecast_horizon,frequent_volunteer_rate_lag1,lag_1_missing,time_trend,borough_category,age_group_category,selected_model,raw_predicted_rate,predicted_rate,was_clipped,lag_source,predicted_rate_pp,change_from_year8_pp
borough_112__age_4,112,4,35-44,0.0746204593332339,True,borough_age,14,6,0.10212178327612054,0,11,112,35-44,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,2.7501323942886637
borough_112__age_5,112,5,45-54,0.147227748110462,True,borough_age,14,6,0.12215764565241072,0,11,112,45-54,Gradient Boosting,0.12215764565241072,0.12215764565241072,False,predicted_previous_year,12.215764565241072,-2.5070102458051275
borough_112__age_6,112,6,55-64,0.0343414090032645,True,borough_age,14,6,0.10212178327612054,0,11,112,55-64,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,6.778037427285604
borough_112__age_7,112,7,65-74,0.1168822183638024,True,borough_age,14,6,0.10212178327612054,0,11,112,65-74,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-1.4760435087681865
borough_112__age_8,112,8,75-84,0.0933306994127133,True,borough_age,14,6,0.09488684547263461,0,11,112,75-84,Gradient Boosting,0.09488684547263461,0.09488684547263461,False,predicted_previous_year,9.48868454726346,0.15561460599213123
borough_112__age_9,112,9,85+,0.0,True,borough_age,14,6,0.030881796315896357,0,11,112,85+,Gradient Boosting,0.030881796315896357,0.030881796315896357,False,predicted_previous_year,3.088179631589636,3.088179631589636
borough_114__age_2,114,2,16-24,0.2948982486889035,True,borough_age,14,6,0.14690816616961425,0,11,114,16-24,Gradient Boosting,0.14690816616961425,0.14690816616961425,False,predicted_previous_year,14.690816616961424,-14.799008251928928
borough_114__age_3,114,3,25-34,0.1028483577200946,True,borough_age,14,6,0.10212178327612054,0,11,114,25-34,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-0.07265744439740596
borough_114__age_4,114,4,35-44,0.2136147467942589,True,borough_age,14,6,0.10212178327612054,0,11,114,35-44,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-11.149296351813836
borough_114__age_5,114,5,45-54,0.1780346218589068,True,borough_age,14,6,0.12215764565241072,0,11,114,45-54,Gradient Boosting,0.12215764565241072,0.12215764565241072,False,predicted_previous_year,12.215764565241072,-5.587697620649609
borough_114__age_6,114,6,55-64,0.0694691139045843,True,borough_age,14,6,0.10212178327612054,0,11,114,55-64,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,3.265266937153624
borough_114__age_7,114,7,65-74,0.0457667051904853,True,borough_age,14,6,0.10212178327612054,0,11,114,65-74,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,5.635507808563524
borough_114__age_8,114,8,75-84,0.1682705246338149,True,borough_age,14,6,0.09488684547263461,0,11,114,75-84,Gradient Boosting,0.09488684547263461,0.09488684547263461,False,predicted_previous_year,9.48868454726346,-7.338367916118028
borough_114__age_9,114,9,85+,0.0,True,borough_age,14,6,0.030881796315896357,0,11,114,85+,Gradient Boosting,0.030881796315896357,0.030881796315896357,False,predicted_previous_year,3.088179631589636,3.088179631589636
borough_117__age_2,117,2,16-24,0.4203709770680243,True,borough_age,14,6,0.14690816616961425,0,11,117,16-24,Gradient Boosting,0.14690816616961425,0.14690816616961425,False,predicted_previous_year,14.690816616961424,-27.346281089841007
borough_117__age_3,117,3,25-34,0.1543324705532756,True,borough_age,14,6,0.10212178327612054,0,11,117,25-34,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-5.2210687277155055
borough_117__age_4,117,4,35-44,0.2185199229122329,True,borough_age,14,6,0.10212178327612054,0,11,117,35-44,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-11.639813963611237
borough_117__age_5,117,5,45-54,0.1084854084311771,True,borough_age,14,6,0.12215764565241072,0,11,117,45-54,Gradient Boosting,0.12215764565241072,0.12215764565241072,False,predicted_previous_year,12.215764565241072,1.3672237221233619
borough_117__age_6,117,6,55-64,0.1430798972872334,True,borough_age,14,6,0.10212178327612054,0,11,117,55-64,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-4.095811401111285
borough_117__age_7,117,7,65-74,0.1122886513018232,True,borough_age,14,6,0.10212178327612054,0,11,117,65-74,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-1.0166868025702658
borough_117__age_8,117,8,75-84,0.0779386456522035,True,borough_age,14,6,0.09488684547263461,0,11,117,75-84,Gradient Boosting,0.09488684547263461,0.09488684547263461,False,predicted_previous_year,9.48868454726346,1.694819982043111
borough_117__age_9,117,9,85+,0.0,True,borough_age,14,6,0.030881796315896357,0,11,117,85+,Gradient Boosting,0.030881796315896357,0.030881796315896357,False,predicted_previous_year,3.088179631589636,3.088179631589636
borough_122__age_2,122,2,16-24,0.3088608067401731,True,borough_age,14,6,0.14690816616961425,0,11,122,16-24,Gradient Boosting,0.14690816616961425,0.14690816616961425,False,predicted_previous_year,14.690816616961424,-16.195264057055883
borough_122__age_3,122,3,25-34,0.1442301087459172,True,borough_age,14,6,0.10212178327612054,0,11,122,25-34,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-4.210832546979668
borough_122__age_4,122,4,35-44,0.0791386868878573,True,borough_age,14,6,0.10212178327612054,0,11,122,35-44,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,2.2983096388263236
borough_122__age_5,122,5,45-54,0.1158792440070687,True,borough_age,14,6,0.12215764565241072,0,11,122,45-54,Gradient Boosting,0.12215764565241072,0.12215764565241072,False,predicted_previous_year,12.215764565241072,0.6278401645342019
borough_122__age_6,122,6,55-64,0.0569546562253774,True,borough_age,14,6,0.10212178327612054,0,11,122,55-64,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,4.516712705074314
borough_122__age_7,122,7,65-74,0.0706687377129613,True,borough_age,14,6,0.10212178327612054,0,11,122,65-74,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,3.145304556315924
borough_122__age_8,122,8,75-84,0.0,True,borough_age,14,6,0.09488684547263461,0,11,122,75-84,Gradient Boosting,0.09488684547263461,0.09488684547263461,False,predicted_previous_year,9.48868454726346,9.48868454726346
borough_122__age_9,122,9,85+,0.0597454556181791,True,borough_age,14,6,0.030881796315896357,0,11,122,85+,Gradient Boosting,0.030881796315896357,0.030881796315896357,False,predicted_previous_year,3.088179631589636,-2.8863659302282745
borough_126__age_2,126,2,16-24,0.2083077469092099,True,borough_age,14,6,0.14690816616961425,0,11,126,16-24,Gradient Boosting,0.14690816616961425,0.14690816616961425,False,predicted_previous_year,14.690816616961424,-6.139958073959565
borough_126__age_3,126,3,25-34,0.1289908975060883,True,borough_age,14,6,0.10212178327612054,0,11,126,25-34,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-2.6869114229967765
borough_126__age_4,126,4,35-44,0.1890814068594321,True,borough_age,14,6,0.10212178327612054,0,11,126,35-44,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-8.695962358331155
borough_126__age_5,126,5,45-54,0.0832523963953507,True,borough_age,14,6,0.12215764565241072,0,11,126,45-54,Gradient Boosting,0.12215764565241072,0.12215764565241072,False,predicted_previous_year,12.215764565241072,3.8905249257060017
borough_126__age_6,126,6,55-64,0.0329659353536502,True,borough_age,14,6,0.10212178327612054,0,11,126,55-64,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,6.915584792247034
borough_126__age_7,126,7,65-74,0.0446104376346828,True,borough_age,14,6,0.10212178327612054,0,11,126,65-74,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,5.751134564143774
borough_126__age_8,126,8,75-84,0.1290739177744028,True,borough_age,14,6,0.09488684547263461,0,11,126,75-84,Gradient Boosting,0.09488684547263461,0.09488684547263461,False,predicted_previous_year,9.48868454726346,-3.4187072301768193
borough_126__age_9,126,9,85+,0.0,True,borough_age,14,6,0.030881796315896357,0,11,126,85+,Gradient Boosting,0.030881796315896357,0.030881796315896357,False,predicted_previous_year,3.088179631589636,3.088179631589636
borough_129__age_2,129,2,16-24,0.2038231836162495,True,borough_age,14,6,0.14690816616961425,0,11,129,16-24,Gradient Boosting,0.14690816616961425,0.14690816616961425,False,predicted_previous_year,14.690816616961424,-5.691501744663524
borough_129__age_3,129,3,25-34,0.3626871920377716,True,borough_age,14,6,0.10212178327612054,0,11,129,25-34,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-26.05654087616511
borough_129__age_4,129,4,35-44,0.1693291010444767,True,borough_age,14,6,0.10212178327612054,0,11,129,35-44,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-6.720731776835617
borough_129__age_5,129,5,45-54,0.2107794356419741,True,borough_age,14,6,0.12215764565241072,0,11,129,45-54,Gradient Boosting,0.12215764565241072,0.12215764565241072,False,predicted_previous_year,12.215764565241072,-8.862178998956338
borough_129__age_6,129,6,55-64,0.1583262841767176,True,borough_age,14,6,0.10212178327612054,0,11,129,55-64,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-5.620450090059706
borough_129__age_7,129,7,65-74,0.0453793739367163,True,borough_age,14,6,0.10212178327612054,0,11,129,65-74,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,5.674240933940424
borough_129__age_8,129,8,75-84,0.0446931913421307,True,borough_age,14,6,0.09488684547263461,0,11,129,75-84,Gradient Boosting,0.09488684547263461,0.09488684547263461,False,predicted_previous_year,9.48868454726346,5.019365413050391
borough_129__age_9,129,9,85+,0.0,True,borough_age,14,6,0.030881796315896357,0,11,129,85+,Gradient Boosting,0.030881796315896357,0.030881796315896357,False,predicted_previous_year,3.088179631589636,3.088179631589636
borough_135__age_2,135,2,16-24,0.2465278382607494,True,borough_age,14,6,0.1466690549749913,0,11,135,16-24,Gradient Boosting,0.1466690549749913,0.1466690549749913,False,predicted_previous_year,14.66690549749913,-9.98587832857581
borough_135__age_3,135,3,25-34,0.101955094353257,True,borough_age,14,6,0.10188267208149762,0,11,135,25-34,Gradient Boosting,0.10188267208149762,0.10188267208149762,False,predicted_previous_year,10.188267208149762,-0.007242227175938143
borough_135__age_4,135,4,35-44,0.0281520798809513,True,borough_age,14,6,0.10188267208149762,0,11,135,35-44,Gradient Boosting,0.10188267208149762,0.10188267208149762,False,predicted_previous_year,10.188267208149762,7.373059220054631
borough_135__age_5,135,5,45-54,0.1799828139945925,True,borough_age,14,6,0.12215764565241072,0,11,135,45-54,Gradient Boosting,0.12215764565241072,0.12215764565241072,False,predicted_previous_year,12.215764565241072,-5.782516834218179
borough_135__age_6,135,6,55-64,0.0243647187736236,True,borough_age,14,6,0.10188267208149762,0,11,135,55-64,Gradient Boosting,0.10188267208149762,0.10188267208149762,False,predicted_previous_year,10.188267208149762,7.7517953307874015
borough_135__age_7,135,7,65-74,0.0514010004029078,True,borough_age,14,6,0.10188267208149762,0,11,135,65-74,Gradient Boosting,0.10188267208149762,0.10188267208149762,False,predicted_previous_year,10.188267208149762,5.048167167858982
borough_135__age_8,135,8,75-84,0.0,True,borough_age,14,6,0.0946477342780117,0,11,135,75-84,Gradient Boosting,0.0946477342780117,0.0946477342780117,False,predicted_previous_year,9.46477342780117,9.46477342780117
borough_135__age_9,135,9,85+,0.0,True,borough_age,14,6,0.030642685121273435,0,11,135,85+,Gradient Boosting,0.030642685121273435,0.030642685121273435,False,predicted_previous_year,3.0642685121273434,3.0642685121273434
borough_136__age_2,136,2,16-24,0.2175922027539195,True,borough_age,14,6,0.14690816616961425,0,11,136,16-24,Gradient Boosting,0.14690816616961425,0.14690816616961425,False,predicted_previous_year,14.690816616961424,-7.068403658430525
borough_136__age_3,136,3,25-34,0.0824747054000288,True,borough_age,14,6,0.10212178327612054,0,11,136,25-34,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,1.964707787609174
borough_136__age_4,136,4,35-44,0.0630906365390111,True,borough_age,14,6,0.10212178327612054,0,11,136,35-44,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,3.903114673710943
borough_136__age_5,136,5,45-54,0.1685184718437112,True,borough_age,14,6,0.12215764565241072,0,11,136,45-54,Gradient Boosting,0.12215764565241072,0.12215764565241072,False,predicted_previous_year,12.215764565241072,-4.636082619130047
borough_136__age_6,136,6,55-64,0.159178130394973,True,borough_age,14,6,0.10212178327612054,0,11,136,55-64,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-5.705634711885247
borough_136__age_7,136,7,65-74,0.1216733013386517,True,borough_age,14,6,0.10212178327612054,0,11,136,65-74,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,-1.9551518062531166
borough_136__age_8,136,8,75-84,0.1458657405865573,True,borough_age,14,6,0.09488684547263461,0,11,136,75-84,Gradient Boosting,0.09488684547263461,0.09488684547263461,False,predicted_previous_year,9.48868454726346,-5.097889511392268
borough_136__age_9,136,9,85+,0.0,True,borough_age,14,6,0.030881796315896357,0,11,136,85+,Gradient Boosting,0.030881796315896357,0.030881796315896357,False,predicted_previous_year,3.088179631589636,3.088179631589636
borough_139__age_2,139,2,16-24,0.1534383211287253,True,borough_age,14,6,0.16009097588069765,0,11,139,16-24,Gradient Boosting,0.16009097588069765,0.16009097588069765,False,predicted_previous_year,16.009097588069764,0.6652654751972353
borough_139__age_3,139,3,25-34,0.04508984807017,True,borough_age,14,6,0.11530459298720373,0,11,139,25-34,Gradient Boosting,0.11530459298720373,0.11530459298720373,False,predicted_previous_year,11.530459298720373,7.021474491703374
borough_139__age_4,139,4,35-44,0.1097617771672394,True,borough_age,14,6,0.11530459298720373,0,11,139,35-44,Gradient Boosting,0.11530459298720373,0.11530459298720373,False,predicted_previous_year,11.530459298720373,0.554281581996434
borough_139__age_5,139,5,45-54,0.2060378424376823,True,borough_age,14,6,0.13534045536349398,0,11,139,45-54,Gradient Boosting,0.13534045536349398,0.13534045536349398,False,predicted_previous_year,13.534045536349398,-7.069738707418832
borough_139__age_6,139,6,55-64,0.1327867803940149,True,borough_age,14,6,0.11530459298720373,0,11,139,55-64,Gradient Boosting,0.11530459298720373,0.11530459298720373,False,predicted_previous_year,11.530459298720373,-1.7482187406811165
borough_139__age_7,139,7,65-74,0.2070629046159895,True,borough_age,14,6,0.11530459298720373,0,11,139,65-74,Gradient Boosting,0.11530459298720373,0.11530459298720373,False,predicted_previous_year,11.530459298720373,-9.175831162878577
borough_139__age_8,139,8,75-84,0.0289270261100099,True,borough_age,14,6,0.1080696551837178,0,11,139,75-84,Gradient Boosting,0.1080696551837178,0.1080696551837178,False,predicted_previous_year,10.806965518371781,7.914262907370791
borough_139__age_9,139,9,85+,0.0,True,borough_age,14,6,0.04406460602697961,0,11,139,85+,Gradient Boosting,0.04406460602697961,0.04406460602697961,False,predicted_previous_year,4.406460602697961,4.406460602697961
borough_142__age_2,142,2,16-24,0.1179773923898176,True,borough_age,14,6,0.14690816616961425,0,11,142,16-24,Gradient Boosting,0.14690816616961425,0.14690816616961425,False,predicted_previous_year,14.690816616961424,2.8930773779796652
borough_142__age_3,142,3,25-34,0.0944592262749701,True,borough_age,14,6,0.10212178327612054,0,11,142,25-34,Gradient Boosting,0.10212178327612054,0.10212178327612054,False,predicted_previous_year,10.212178327612055,0.7662557001150441
